[12:51:07 PM]: Building...
[12:51:08 PM]: Building es6.number.epsilon.js...
[12:51:08 PM]: Building es6.number.is-finite.js...
[12:51:08 PM]: Building es6.number.is-integer.js...
[12:51:08 PM]: Building es6.number.is-nan.js...
[12:51:08 PM]: Building es6.number.is-safe-integer.js...
[12:51:08 PM]: Building es6.number.max-safe-integer.js...
[12:51:08 PM]: Building es6.number.min-safe-integer.js...
[12:51:08 PM]: Building es6.number.parse-float.js...
[12:51:08 PM]: Building es6.number.parse-int.js...
[12:51:08 PM]: Building es6.math.acosh.js...
[12:51:08 PM]: Building es6.math.asinh.js...
[12:51:08 PM]: Building es6.math.atanh.js...
[12:51:08 PM]: Building es6.math.cbrt.js...
[12:51:08 PM]: Building es6.math.clz32.js...
[12:51:08 PM]: Building es6.math.cosh.js...
[12:51:08 PM]: Building es6.math.expm1.js...
[12:51:08 PM]: Building es6.math.fround.js...
[12:51:08 PM]: Building es6.math.hypot.js...
[12:51:08 PM]: Building es6.math.imul.js...
[12:51:08 PM]: Building es6.math.log10.js...
[12:51:08 PM]: Building es6.math.log1p.js...
[12:51:08 PM]: Building es6.math.log2.js...
[12:51:08 PM]: Building es6.math.sign.js...
[12:51:08 PM]: Building es6.math.sinh.js...
[12:51:08 PM]: Building es6.math.tanh.js...
[12:51:08 PM]: Building es6.math.trunc.js...
[12:51:08 PM]: Building es6.string.from-code-point.js...
[12:51:08 PM]: Building es6.string.raw.js...
[12:51:08 PM]: Building es6.string.trim.js...
[12:51:08 PM]: Building es6.string.iterator.js...
[12:51:08 PM]: Building es6.string.code-point-at.js...
[12:51:08 PM]: Building es6.string.ends-with.js...
[12:51:08 PM]: Building es6.string.includes.js...
[12:51:08 PM]: Building es6.string.repeat.js...
[12:51:08 PM]: Building es6.string.starts-with.js...
[12:51:08 PM]: Building es6.string.anchor.js...
[12:51:08 PM]: Building es6.string.big.js...
[12:51:08 PM]: Building es6.string.blink.js...
[12:51:08 PM]: Building es6.string.bold.js...
[12:51:08 PM]: Building es6.string.fixed.js...
[12:51:08 PM]: Building es6.string.fontcolor.js...
[12:51:08 PM]: Building es6.string.fontsize.js...
[12:51:08 PM]: Building es6.string.italics.js...
[12:51:08 PM]: Building es6.string.link.js...
[12:51:08 PM]: Building es6.string.small.js...
[12:51:08 PM]: Building es6.string.strike.js...
[12:51:08 PM]: Building es6.string.sub.js...
[12:51:08 PM]: Building es6.string.sup.js...
[12:51:08 PM]: Building es6.date.now.js...
[12:51:08 PM]: Building es6.date.to-json.js...
[12:51:08 PM]: Building es6.date.to-iso-string.js...
[12:51:08 PM]: Building es6.date.to-string.js...
[12:51:08 PM]: Building es6.date.to-primitive.js...
[12:51:08 PM]: Building es6.array.is-array.js...
[12:51:08 PM]: Building es6.array.from.js...
[12:51:08 PM]: Building es6.array.of.js...
[12:51:08 PM]: Building es6.array.join.js...
[12:51:08 PM]: Building es6.array.slice.js...
[12:51:08 PM]: Building es6.array.sort.js...
[12:51:08 PM]: Building es6.array.for-each.js...
[12:51:08 PM]: Building es6.array.map.js...
[12:51:08 PM]: Building es6.array.filter.js...
[12:51:08 PM]: Building es6.array.some.js...
[12:51:08 PM]: Building es6.array.every.js...
[12:51:08 PM]: Building es6.array.reduce.js...
[12:51:08 PM]: Building es6.array.reduce-right.js...
[12:51:08 PM]: Building es6.array.index-of.js...
[12:51:08 PM]: Building es6.array.last-index-of.js...
[12:51:08 PM]: Building es6.array.copy-within.js...
[12:51:08 PM]: Building es6.array.fill.js...
[12:51:08 PM]: Building es6.array.find.js...
[12:51:08 PM]: Building es6.array.find-index.js...
[12:51:08 PM]: Building es6.array.species.js...
[12:51:08 PM]: Building es6.array.iterator.js...
[12:51:08 PM]: Building es6.regexp.constructor.js...
[12:51:08 PM]: Building es6.regexp.exec.js...
[12:51:08 PM]: Building es6.regexp.to-string.js...
[12:51:08 PM]: Building es6.regexp.flags.js...
[12:51:08 PM]: Building es6.regexp.match.js...
[12:51:08 PM]: Building es6.regexp.replace.js...
[12:51:08 PM]: Building es6.regexp.search.js...
[12:51:08 PM]: Building es6.regexp.split.js...
[12:51:08 PM]: Building es6.promise.js...
[12:51:08 PM]: Building es6.map.js...
[12:51:08 PM]: Building es6.set.js...
[12:51:08 PM]: Building es6.weak-map.js...
[12:51:08 PM]: Building es6.weak-set.js...
[12:51:08 PM]: Building es6.typed.array-buffer.js...
[12:51:08 PM]: Building es6.typed.data-view.js...
[12:51:08 PM]: Building es6.typed.int8-array.js...
[12:51:08 PM]: Building es6.typed.uint8-array.js...
[12:51:08 PM]: Building es6.typed.uint8-clamped-array.js...
[12:51:08 PM]: Building es6.typed.int16-array.js...
[12:51:08 PM]: Building es6.typed.uint16-array.js...
[12:51:08 PM]: Building es6.typed.int32-array.js...
[12:51:08 PM]: Building es6.typed.uint32-array.js...
[12:51:08 PM]: Building es6.typed.float32-array.js...
[12:51:08 PM]: Building es6.typed.float64-array.js...
[12:51:08 PM]: Building es6.reflect.apply.js...
[12:51:08 PM]: Building es6.reflect.construct.js...
[12:51:08 PM]: Building es6.reflect.define-property.js...
[12:51:08 PM]: Building es6.reflect.delete-property.js...
[12:51:08 PM]: Building es6.reflect.enumerate.js...
[12:51:08 PM]: Building es6.reflect.get.js...
[12:51:08 PM]: Building es6.reflect.get-own-property-descriptor.js...
[12:51:08 PM]: Building es6.reflect.get-prototype-of.js...
[12:51:08 PM]: Building es6.reflect.has.js...
[12:51:08 PM]: Building es6.reflect.is-extensible.js...
[12:51:08 PM]: Building es6.reflect.own-keys.js...
[12:51:08 PM]: Building es6.reflect.prevent-extensions.js...
[12:51:08 PM]: Building es6.reflect.set.js...
[12:51:08 PM]: Building es6.reflect.set-prototype-of.js...
[12:51:08 PM]: Building es7.array.includes.js...
[12:51:08 PM]: Building es7.array.flat-map.js...
[12:51:08 PM]: Building es7.array.flatten.js...
[12:51:08 PM]: Building es7.string.at.js...
[12:51:08 PM]: Building es7.string.pad-start.js...
[12:51:08 PM]: Building es7.string.pad-end.js...
[12:51:08 PM]: Building es7.string.trim-left.js...
[12:51:08 PM]: Building es7.string.trim-right.js...
[12:51:08 PM]: Building es7.string.match-all.js...
[12:51:08 PM]: Building es7.symbol.async-iterator.js...
[12:51:08 PM]: Building es7.symbol.observable.js...
[12:51:08 PM]: Building es7.object.get-own-property-descriptors.js...
[12:51:08 PM]: Building es7.object.values.js...
[12:51:08 PM]: Building es7.object.entries.js...
[12:51:08 PM]: Building es7.object.define-getter.js...
[12:51:08 PM]: Building es7.object.define-setter.js...
[12:51:08 PM]: Building es7.object.lookup-getter.js...
[12:51:08 PM]: Building es7.object.lookup-setter.js...
[12:51:08 PM]: Building es7.map.to-json.js...
[12:51:08 PM]: Building es7.set.to-json.js...
[12:51:08 PM]: Building es7.map.of.js...
[12:51:08 PM]: Building es7.set.of.js...
[12:51:08 PM]: Building es7.weak-map.of.js...
[12:51:08 PM]: Building es7.weak-set.of.js...
[12:51:08 PM]: Building es7.map.from.js...
[12:51:08 PM]: Building es7.set.from.js...
[12:51:08 PM]: Building es7.weak-map.from.js...
[12:51:08 PM]: Building es7.weak-set.from.js...
[12:51:08 PM]: Building es7.global.js...
[12:51:08 PM]: Building es7.system.global.js...
[12:51:08 PM]: Building es7.error.is-error.js...
[12:51:08 PM]: Building es7.math.clamp.js...
[12:51:08 PM]: Building es7.math.deg-per-rad.js...
[12:51:08 PM]: Building es7.math.degrees.js...
[12:51:08 PM]: Building es7.math.fscale.js...
[12:51:08 PM]: Building es7.math.iaddh.js...
[12:51:08 PM]: Building es7.math.isubh.js...
[12:51:08 PM]: Building es7.math.imulh.js...
[12:51:08 PM]: Building es7.math.rad-per-deg.js...
[12:51:08 PM]: Building es7.math.radians.js...
[12:51:08 PM]: Building es7.math.scale.js...
[12:51:08 PM]: Building es7.math.umulh.js...
[12:51:08 PM]: Building es7.math.signbit.js...
[12:51:08 PM]: Building es7.promise.finally.js...
[12:51:08 PM]: Building es7.promise.try.js...
[12:51:08 PM]: Building es7.reflect.define-metadata.js...
[12:51:08 PM]: Building es7.reflect.delete-metadata.js...
[12:51:08 PM]: Building es7.reflect.get-metadata.js...
[12:51:08 PM]: Building es7.reflect.get-metadata-keys.js...
[12:51:08 PM]: Building es7.reflect.get-own-metadata.js...
[12:51:08 PM]: Building es7.reflect.get-own-metadata-keys.js...
[12:51:08 PM]: Building es7.reflect.has-metadata.js...
[12:51:08 PM]: Building es7.reflect.has-own-metadata.js...
[12:51:08 PM]: Building es7.reflect.metadata.js...
[12:51:08 PM]: Building es7.asap.js...
[12:51:08 PM]: Building es7.observable.js...
[12:51:08 PM]: Building web.timers.js...
[12:51:08 PM]: Building web.immediate.js...
[12:51:08 PM]: Building web.dom.iterable.js...
[12:51:08 PM]: Building runtime.js...
[12:51:08 PM]: Building arrayWithHoles.js...
[12:51:08 PM]: Building iterableToArrayLimit.js...
[12:51:08 PM]: Building nonIterableRest.js...
[12:51:08 PM]: Built ../../node_modules/@babel/runtime/helpers/asyncToGenerator.js...
[12:51:08 PM]: Building axios.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building factoryWithTypeCheckers.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building index.js...
[12:51:08 PM]: Building interopRequireDefault.js...
[12:51:08 PM]: Building mixed.js...
[12:51:08 PM]: Building boolean.js...
[12:51:08 PM]: Building string.js...
[12:51:08 PM]: Building number.js...
[12:51:08 PM]: Building date.js...
[12:51:08 PM]: Building object.js...
[12:51:08 PM]: Building array.js...
[12:51:08 PM]: Building Reference.js...
[12:51:08 PM]: Building Lazy.js...
[12:51:08 PM]: Building ValidationError.js...
[12:51:08 PM]: Building reach.js...
[12:51:08 PM]: Building isSchema.js...
[12:51:08 PM]: Building setLocale.js...
[12:51:08 PM]: Built ../../node_modules/parcel-bundler/src/builtins/bundle-url.js...
[12:51:08 PM]: Built ../../node_modules/parcel-bundler/src/builtins/css-loader.js...
[12:51:08 PM]: Built assets/styles/normalize.css...
[12:51:08 PM]: Building styled.browser.esm.js...
[12:51:08 PM]: Built config/styles.js...
[12:51:08 PM]: Building objectSpread.js...
[12:51:08 PM]: Building MainNavigation.js...
[12:51:08 PM]: Built components/organisms/FormActions.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/_replacer.js...
[12:51:08 PM]: Building _to-object.js...
[12:51:08 PM]: Building _object-gpo.js...
[12:51:08 PM]: Building _object-sap.js...
[12:51:08 PM]: Building _descriptors.js...
[12:51:08 PM]: Building _object-dps.js...
[12:51:08 PM]: Building _is-object.js...
[12:51:08 PM]: Building _meta.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.object.seal.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.object.is-extensible.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.object.is-frozen.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.object.is-sealed.js...
[12:51:08 PM]: Building _object-dp.js...
[12:51:08 PM]: Building _object-create.js...
[12:51:08 PM]: Building _to-iobject.js...
[12:51:08 PM]: Building _object-gopd.js...
[12:51:08 PM]: Building _object-assign.js...
[12:51:08 PM]: Building _same-value.js...
[12:51:08 PM]: Building _object-gopn-ext.js...
[12:51:08 PM]: Building _object-keys.js...
[12:51:08 PM]: Building _bind.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.object.freeze.js...
[12:51:08 PM]: Building _wks.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.function.name.js...
[12:51:08 PM]: Building _parse-int.js...
[12:51:08 PM]: Building _parse-float.js...
[12:51:08 PM]: Building _classof.js...
[12:51:08 PM]: Building _redefine.js...
[12:51:08 PM]: Building _set-proto.js...
[12:51:08 PM]: Building _fails.js...
[12:51:08 PM]: Building _a-number-value.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.epsilon.js...
[12:51:08 PM]: Building _global.js...
[12:51:08 PM]: Building _is-integer.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.is-nan.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.parse-int.js...
[12:51:08 PM]: Building _math-log1p.js...
[12:51:08 PM]: Building _math-expm1.js...
[12:51:08 PM]: Building _math-fround.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.is-safe-integer.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.max-safe-integer.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.min-safe-integer.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.imul.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.number.parse-float.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.clz32.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.atanh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.cosh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.log10.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.hypot.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.log2.js...
[12:51:08 PM]: Building _math-sign.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.log1p.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.sign.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.sinh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.asinh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.tanh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.math.trunc.js...
[12:51:08 PM]: Building _to-length.js...
[12:51:08 PM]: Building _to-absolute-index.js...
[12:51:08 PM]: Building _string-trim.js...
[12:51:08 PM]: Building _string-repeat.js...
[12:51:08 PM]: Building _string-html.js...
[12:51:08 PM]: Building _string-context.js...
[12:51:08 PM]: Building _fails-is-regexp.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.anchor.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.bold.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.blink.js...
[12:51:08 PM]: Building _string-at.js...
[12:51:08 PM]: Building _iter-define.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.code-point-at.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.small.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.ends-with.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.includes.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.fontcolor.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.fixed.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.fontsize.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.italics.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.sub.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.link.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.date.now.js...
[12:51:08 PM]: Building _date-to-iso-string.js...
[12:51:08 PM]: Building _to-primitive.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.sup.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.string.strike.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.date.to-string.js...
[12:51:08 PM]: Building _hide.js...
[12:51:08 PM]: Building _date-to-primitive.js...
[12:51:08 PM]: Building _is-array.js...
[12:51:08 PM]: Building _iobject.js...
[12:51:08 PM]: Building _strict-method.js...
[12:51:08 PM]: Building _create-property.js...
[12:51:08 PM]: Building _array-methods.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.filter.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.some.js...
[12:51:08 PM]: Building _array-reduce.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.every.js...
[12:51:08 PM]: Building _to-integer.js...
[12:51:08 PM]: Building _add-to-unscopables.js...
[12:51:08 PM]: Building _a-function.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.for-each.js...
[12:51:08 PM]: Building _array-fill.js...
[12:51:08 PM]: Building _html.js...
[12:51:08 PM]: Building _cof.js...
[12:51:08 PM]: Building _regexp-exec.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.find.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.array.reduce.js...
[12:51:08 PM]: Building _array-includes.js...
[12:51:08 PM]: Building _set-species.js...
[12:51:08 PM]: Building _flags.js...
[12:51:08 PM]: Building _array-copy-within.js...
[12:51:08 PM]: Building _an-object.js...
[12:51:08 PM]: Building _typed-array.js...
[12:51:08 PM]: Building _typed.js...
[12:51:08 PM]: Building _typed-buffer.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.int16-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint8-clamped-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint16-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint32-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.int32-array.js...
[12:51:08 PM]: Building _collection-weak.js...
[12:51:08 PM]: Building _validate-collection.js...
[12:51:08 PM]: Building _collection.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.float32-array.js...
[12:51:08 PM]: Building _collection-strong.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.map.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.int8-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.typed.float64-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.apply.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.define-property.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.delete-property.js...
[12:51:08 PM]: Building _iter-create.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.get-own-property-descriptor.js...
[12:51:08 PM]: Building _has.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.get-prototype-of.js...
[12:51:08 PM]: Building _own-keys.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.is-extensible.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.prevent-extensions.js...
[12:51:08 PM]: Building _flatten-into-array.js...
[12:51:08 PM]: Building _array-species-create.js...
[12:51:08 PM]: Building _string-pad.js...
[12:51:08 PM]: Building _user-agent.js...
[12:51:08 PM]: Building _wks-define.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.set-prototype-of.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es6.reflect.has.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.string.trim-left.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.symbol.async-iterator.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.array.flat-map.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.object.get-own-property-descriptors.js...
[12:51:08 PM]: Building _object-to-array.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.array.includes.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.string.at.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.string.trim-right.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.string.pad-end.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.object.entries.js...
[12:51:08 PM]: Building _object-forced-pam.js...
[12:51:08 PM]: Building _collection-to-json.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.object.define-setter.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.object.lookup-getter.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.set.to-json.js...
[12:51:08 PM]: Building _set-collection-from.js...
[12:51:08 PM]: Building _set-collection-of.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.error.is-error.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.clamp.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.object.lookup-setter.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.weak-map.of.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.set.of.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.weak-set.of.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.set.from.js...
[12:51:08 PM]: Building _math-scale.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.weak-set.from.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.global.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.deg-per-rad.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.map.from.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.system.global.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.degrees.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.radians.js...
[12:51:08 PM]: Building _metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.iaddh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata-keys.js...
[12:51:08 PM]: Building _array-from-iterable.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.isubh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.imulh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.rad-per-deg.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.signbit.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.scale.js...
[12:51:08 PM]: Building _new-promise-capability.js...
[12:51:08 PM]: Building _perform.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.define-metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.math.umulh.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.has-own-metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.has-metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata.js...
[12:51:08 PM]: Building _species-constructor.js...
[12:51:08 PM]: Building _promise-resolve.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/es7.reflect.metadata.js...
[12:51:08 PM]: Built ../../node_modules/core-js/modules/web.timers.js...
[12:51:08 PM]: Building _task.js...
[12:51:08 PM]: Building _microtask.js...
[12:51:08 PM]: Building inheritsLoose.js...
[12:51:08 PM]: Building react-router.js...
[12:51:08 PM]: Building history.js...
[12:51:08 PM]: Building tiny-warning.esm.js...
[12:51:08 PM]: Building extends.js...
[12:51:08 PM]: Building objectWithoutPropertiesLoose.js...
[12:51:08 PM]: Building tiny-invariant.esm.js...
