[9:12:05 AM]: Building...
[9:12:06 AM]: Building es6.array.for-each.js...
[9:12:06 AM]: Building es6.array.map.js...
[9:12:06 AM]: Building es6.array.filter.js...
[9:12:06 AM]: Building es6.array.some.js...
[9:12:06 AM]: Building es6.array.every.js...
[9:12:06 AM]: Building es6.array.reduce.js...
[9:12:06 AM]: Building es6.array.reduce-right.js...
[9:12:06 AM]: Building es6.array.index-of.js...
[9:12:06 AM]: Building es6.array.last-index-of.js...
[9:12:06 AM]: Building es6.array.copy-within.js...
[9:12:06 AM]: Building es6.array.fill.js...
[9:12:06 AM]: Building es6.array.find.js...
[9:12:06 AM]: Building es6.array.find-index.js...
[9:12:06 AM]: Building es6.array.species.js...
[9:12:06 AM]: Building es6.array.iterator.js...
[9:12:06 AM]: Building es6.regexp.constructor.js...
[9:12:06 AM]: Building es6.regexp.exec.js...
[9:12:06 AM]: Building es6.regexp.to-string.js...
[9:12:06 AM]: Building es6.regexp.flags.js...
[9:12:06 AM]: Building es6.regexp.match.js...
[9:12:06 AM]: Building es6.regexp.replace.js...
[9:12:06 AM]: Building es6.regexp.search.js...
[9:12:06 AM]: Building es6.regexp.split.js...
[9:12:06 AM]: Building es6.promise.js...
[9:12:06 AM]: Building es6.map.js...
[9:12:06 AM]: Building es6.set.js...
[9:12:06 AM]: Building es6.weak-map.js...
[9:12:06 AM]: Building es6.weak-set.js...
[9:12:06 AM]: Building es6.typed.array-buffer.js...
[9:12:06 AM]: Building es6.typed.data-view.js...
[9:12:06 AM]: Building es6.typed.int8-array.js...
[9:12:06 AM]: Building es6.typed.uint8-array.js...
[9:12:06 AM]: Building es6.typed.uint8-clamped-array.js...
[9:12:06 AM]: Building es6.typed.int16-array.js...
[9:12:06 AM]: Building es6.typed.uint16-array.js...
[9:12:06 AM]: Building es6.typed.int32-array.js...
[9:12:06 AM]: Building es6.typed.uint32-array.js...
[9:12:06 AM]: Building es6.typed.float32-array.js...
[9:12:06 AM]: Building es6.typed.float64-array.js...
[9:12:06 AM]: Building es6.reflect.apply.js...
[9:12:06 AM]: Building es6.reflect.construct.js...
[9:12:06 AM]: Building es6.reflect.define-property.js...
[9:12:06 AM]: Building es6.reflect.delete-property.js...
[9:12:06 AM]: Building es6.reflect.enumerate.js...
[9:12:06 AM]: Building es6.reflect.get.js...
[9:12:06 AM]: Building es6.reflect.get-own-property-descriptor.js...
[9:12:06 AM]: Building es6.reflect.get-prototype-of.js...
[9:12:06 AM]: Building es6.reflect.has.js...
[9:12:06 AM]: Building es6.reflect.is-extensible.js...
[9:12:06 AM]: Building es6.reflect.own-keys.js...
[9:12:06 AM]: Building es6.reflect.prevent-extensions.js...
[9:12:06 AM]: Building es6.reflect.set.js...
[9:12:06 AM]: Building es6.reflect.set-prototype-of.js...
[9:12:06 AM]: Building es7.array.includes.js...
[9:12:06 AM]: Building es7.array.flat-map.js...
[9:12:06 AM]: Building es7.array.flatten.js...
[9:12:06 AM]: Building es7.string.at.js...
[9:12:06 AM]: Building es7.string.pad-start.js...
[9:12:06 AM]: Building es7.string.pad-end.js...
[9:12:06 AM]: Building es7.string.trim-left.js...
[9:12:06 AM]: Building es7.string.trim-right.js...
[9:12:06 AM]: Building es7.string.match-all.js...
[9:12:06 AM]: Building es7.symbol.async-iterator.js...
[9:12:06 AM]: Building es7.symbol.observable.js...
[9:12:06 AM]: Building es7.object.get-own-property-descriptors.js...
[9:12:06 AM]: Building es7.object.values.js...
[9:12:06 AM]: Building es7.object.entries.js...
[9:12:06 AM]: Building es7.object.define-getter.js...
[9:12:06 AM]: Building es7.object.define-setter.js...
[9:12:06 AM]: Building es7.object.lookup-getter.js...
[9:12:06 AM]: Building es7.object.lookup-setter.js...
[9:12:06 AM]: Building es7.map.to-json.js...
[9:12:06 AM]: Building es7.set.to-json.js...
[9:12:06 AM]: Building es7.map.of.js...
[9:12:06 AM]: Building es7.set.of.js...
[9:12:06 AM]: Building es7.weak-map.of.js...
[9:12:06 AM]: Building es7.weak-set.of.js...
[9:12:06 AM]: Building es7.map.from.js...
[9:12:06 AM]: Building es7.set.from.js...
[9:12:06 AM]: Building es7.weak-map.from.js...
[9:12:06 AM]: Building es7.weak-set.from.js...
[9:12:06 AM]: Building es7.global.js...
[9:12:06 AM]: Building es7.system.global.js...
[9:12:06 AM]: Building es7.error.is-error.js...
[9:12:06 AM]: Building es7.math.clamp.js...
[9:12:06 AM]: Building es7.math.deg-per-rad.js...
[9:12:06 AM]: Building es7.math.degrees.js...
[9:12:06 AM]: Building es7.math.fscale.js...
[9:12:06 AM]: Building es7.math.iaddh.js...
[9:12:06 AM]: Building es7.math.isubh.js...
[9:12:06 AM]: Building es7.math.imulh.js...
[9:12:06 AM]: Building es7.math.rad-per-deg.js...
[9:12:06 AM]: Building es7.math.radians.js...
[9:12:06 AM]: Building es7.math.scale.js...
[9:12:06 AM]: Building es7.math.umulh.js...
[9:12:06 AM]: Building es7.math.signbit.js...
[9:12:06 AM]: Building es7.promise.finally.js...
[9:12:06 AM]: Building es7.promise.try.js...
[9:12:06 AM]: Building es7.reflect.define-metadata.js...
[9:12:06 AM]: Building es7.reflect.delete-metadata.js...
[9:12:06 AM]: Building es7.reflect.get-metadata.js...
[9:12:06 AM]: Building es7.reflect.get-metadata-keys.js...
[9:12:06 AM]: Building es7.reflect.get-own-metadata.js...
[9:12:06 AM]: Building es7.reflect.get-own-metadata-keys.js...
[9:12:06 AM]: Building es7.reflect.has-metadata.js...
[9:12:06 AM]: Building es7.reflect.has-own-metadata.js...
[9:12:06 AM]: Building es7.reflect.metadata.js...
[9:12:06 AM]: Building es7.asap.js...
[9:12:06 AM]: Building es7.observable.js...
[9:12:06 AM]: Building web.timers.js...
[9:12:06 AM]: Building web.immediate.js...
[9:12:06 AM]: Building web.dom.iterable.js...
[9:12:06 AM]: Building arrayWithHoles.js...
[9:12:06 AM]: Building iterableToArrayLimit.js...
[9:12:06 AM]: Building nonIterableRest.js...
[9:12:06 AM]: Building runtime.js...
[9:12:06 AM]: Building _export.js...
[9:12:06 AM]: Building _replacer.js...
[9:12:06 AM]: Built ../../node_modules/@babel/runtime/helpers/asyncToGenerator.js...
[9:12:06 AM]: Building axios.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/_core.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building factoryWithTypeCheckers.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Building index.js...
[9:12:06 AM]: Built ../../node_modules/parcel-bundler/src/builtins/bundle-url.js...
[9:12:06 AM]: Built ../../node_modules/parcel-bundler/src/builtins/css-loader.js...
[9:12:06 AM]: Built assets/styles/normalize.css...
[9:12:06 AM]: Building interopRequireDefault.js...
[9:12:06 AM]: Building mixed.js...
[9:12:06 AM]: Building boolean.js...
[9:12:06 AM]: Building string.js...
[9:12:06 AM]: Building number.js...
[9:12:06 AM]: Building date.js...
[9:12:06 AM]: Building object.js...
[9:12:06 AM]: Building array.js...
[9:12:06 AM]: Building Reference.js...
[9:12:06 AM]: Building Lazy.js...
[9:12:06 AM]: Building ValidationError.js...
[9:12:06 AM]: Building reach.js...
[9:12:06 AM]: Building isSchema.js...
[9:12:06 AM]: Building setLocale.js...
[9:12:06 AM]: Building styled.browser.esm.js...
[9:12:06 AM]: Building inheritsLoose.js...
[9:12:06 AM]: Building react-router.js...
[9:12:06 AM]: Building history.js...
[9:12:06 AM]: Building tiny-warning.esm.js...
[9:12:06 AM]: Building extends.js...
[9:12:06 AM]: Building objectWithoutPropertiesLoose.js...
[9:12:06 AM]: Building tiny-invariant.esm.js...
[9:12:06 AM]: Building objectSpread.js...
[9:12:06 AM]: Building MainNavigation.js...
[9:12:06 AM]: Built config/styles.js...
[9:12:06 AM]: Building _object-sap.js...
[9:12:06 AM]: Building _object-gopn-ext.js...
[9:12:06 AM]: Building _is-object.js...
[9:12:06 AM]: Building _meta.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.object.seal.js...
[9:12:06 AM]: Building _to-object.js...
[9:12:06 AM]: Building _object-gpo.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.object.freeze.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.object.is-frozen.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.object.is-extensible.js...
[9:12:06 AM]: Building _object-keys.js...
[9:12:06 AM]: Building _descriptors.js...
[9:12:06 AM]: Building _object-dps.js...
[9:12:06 AM]: Building _object-assign.js...
[9:12:06 AM]: Building _classof.js...
[9:12:06 AM]: Building _wks.js...
[9:12:06 AM]: Building _redefine.js...
[9:12:06 AM]: Building _object-dp.js...
[9:12:06 AM]: Building _object-create.js...
[9:12:06 AM]: Building _parse-int.js...
[9:12:06 AM]: Building _bind.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.function.name.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.object.is-sealed.js...
[9:12:06 AM]: Building _fails.js...
[9:12:06 AM]: Building _a-number-value.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.epsilon.js...
[9:12:06 AM]: Building _to-iobject.js...
[9:12:06 AM]: Building _object-gopd.js...
[9:12:06 AM]: Building _parse-float.js...
[9:12:06 AM]: Building _set-proto.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.max-safe-integer.js...
[9:12:06 AM]: Building _global.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.is-nan.js...
[9:12:06 AM]: Building _same-value.js...
[9:12:06 AM]: Building _is-integer.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.parse-float.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.is-safe-integer.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.function.has-instance.js...
[9:12:06 AM]: Building _math-sign.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.parse-int.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.atanh.js...
[9:12:06 AM]: Building _math-expm1.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.clz32.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.number.min-safe-integer.js...
[9:12:06 AM]: Building _math-fround.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.cosh.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.log10.js...
[9:12:06 AM]: Building _math-log1p.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.asinh.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.log2.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.trunc.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.imul.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.sign.js...
[9:12:06 AM]: Building _to-absolute-index.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.hypot.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.tanh.js...
[9:12:06 AM]: Building _to-length.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.log1p.js...
[9:12:06 AM]: Building _string-repeat.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.math.sinh.js...
[9:12:06 AM]: Building _string-html.js...
[9:12:06 AM]: Building _string-trim.js...
[9:12:06 AM]: Building _string-at.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.blink.js...
[9:12:06 AM]: Building _string-context.js...
[9:12:06 AM]: Building _fails-is-regexp.js...
[9:12:06 AM]: Building _iter-define.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.ends-with.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.fixed.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.italics.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.bold.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.fontcolor.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.fontsize.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.date.now.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.starts-with.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.small.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.sub.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.big.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.link.js...
[9:12:06 AM]: Building _date-to-iso-string.js...
[9:12:06 AM]: Building _to-primitive.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.sup.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.string.strike.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.date.to-string.js...
[9:12:06 AM]: Building _is-array.js...
[9:12:06 AM]: Building _create-property.js...
[9:12:06 AM]: Building _array-methods.js...
[9:12:06 AM]: Building _strict-method.js...
[9:12:06 AM]: Building _hide.js...
[9:12:06 AM]: Building _date-to-primitive.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.filter.js...
[9:12:06 AM]: Building _html.js...
[9:12:06 AM]: Building _cof.js...
[9:12:06 AM]: Building _iobject.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.some.js...
[9:12:06 AM]: Building _a-function.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.every.js...
[9:12:06 AM]: Building _regexp-exec.js...
[9:12:06 AM]: Building _to-integer.js...
[9:12:06 AM]: Building _array-fill.js...
[9:12:06 AM]: Building _add-to-unscopables.js...
[9:12:06 AM]: Building _array-reduce.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.reduce-right.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.for-each.js...
[9:12:06 AM]: Building _flags.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.find-index.js...
[9:12:06 AM]: Building _set-species.js...
[9:12:06 AM]: Building _array-includes.js...
[9:12:06 AM]: Building _array-copy-within.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.array.find.js...
[9:12:06 AM]: Building _an-object.js...
[9:12:06 AM]: Building _collection-strong.js...
[9:12:06 AM]: Building _validate-collection.js...
[9:12:06 AM]: Building _collection.js...
[9:12:06 AM]: Building _typed-array.js...
[9:12:06 AM]: Building _typed.js...
[9:12:06 AM]: Building _typed-buffer.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.int8-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.uint16-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.map.js...
[9:12:06 AM]: Building _collection-weak.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.float32-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.uint8-clamped-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.uint32-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.int32-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.float64-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.apply.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.typed.int16-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.delete-property.js...
[9:12:06 AM]: Building _iter-create.js...
[9:12:06 AM]: Building _has.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.define-property.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.get-own-property-descriptor.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.prevent-extensions.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.get-prototype-of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.is-extensible.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.has.js...
[9:12:06 AM]: Building _own-keys.js...
[9:12:06 AM]: Building _flatten-into-array.js...
[9:12:06 AM]: Building _array-species-create.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es6.reflect.set-prototype-of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.object.get-own-property-descriptors.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.string.at.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.string.trim-left.js...
[9:12:06 AM]: Building _string-pad.js...
[9:12:06 AM]: Building _user-agent.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.array.includes.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.array.flat-map.js...
[9:12:06 AM]: Building _wks-define.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.symbol.observable.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.string.pad-end.js...
[9:12:06 AM]: Building _object-forced-pam.js...
[9:12:06 AM]: Building _object-to-array.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.string.trim-right.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.object.define-setter.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.object.values.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.object.lookup-getter.js...
[9:12:06 AM]: Building _collection-to-json.js...
[9:12:06 AM]: Building _set-collection-of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.map.to-json.js...
[9:12:06 AM]: Building _set-collection-from.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.object.lookup-setter.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.map.of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.weak-set.of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.weak-map.of.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.set.from.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.weak-set.from.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.system.global.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.weak-map.from.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.global.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.error.is-error.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.clamp.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.deg-per-rad.js...
[9:12:06 AM]: Building _math-scale.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.degrees.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.radians.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.signbit.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.iaddh.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.imulh.js...
[9:12:06 AM]: Building _metadata.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.delete-metadata.js...
[9:12:06 AM]: Building _new-promise-capability.js...
[9:12:06 AM]: Building _perform.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.scale.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.umulh.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.rad-per-deg.js...
[9:12:06 AM]: Building _species-constructor.js...
[9:12:06 AM]: Building _promise-resolve.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.metadata.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.has-own-metadata.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.define-metadata.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.math.isubh.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata-keys.js...
[9:12:06 AM]: Building _array-from-iterable.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.has-metadata.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata.js...
[9:12:06 AM]: Building _microtask.js...
[9:12:06 AM]: Built ../../node_modules/core-js/modules/web.timers.js...
[9:12:06 AM]: Building _task.js...
[9:12:06 AM]: Built ../../node_modules/@babel/runtime/helpers/arrayWithHoles.js...
