[4:48:18 PM]: Building...
[4:48:18 PM]: Building es6.string.fontcolor.js...
[4:48:18 PM]: Building es6.string.fontsize.js...
[4:48:18 PM]: Building es6.string.italics.js...
[4:48:18 PM]: Building es6.string.link.js...
[4:48:18 PM]: Building es6.string.small.js...
[4:48:18 PM]: Building es6.string.strike.js...
[4:48:18 PM]: Building es6.string.sub.js...
[4:48:18 PM]: Building es6.string.sup.js...
[4:48:18 PM]: Building es6.date.now.js...
[4:48:18 PM]: Building es6.date.to-json.js...
[4:48:18 PM]: Building es6.date.to-iso-string.js...
[4:48:18 PM]: Building es6.date.to-string.js...
[4:48:18 PM]: Building es6.date.to-primitive.js...
[4:48:18 PM]: Building es6.array.is-array.js...
[4:48:18 PM]: Building es6.array.from.js...
[4:48:18 PM]: Building es6.array.of.js...
[4:48:18 PM]: Building es6.array.join.js...
[4:48:18 PM]: Building es6.array.slice.js...
[4:48:18 PM]: Building es6.array.sort.js...
[4:48:18 PM]: Building es6.array.for-each.js...
[4:48:18 PM]: Building es6.array.map.js...
[4:48:18 PM]: Building es6.array.filter.js...
[4:48:18 PM]: Building es6.array.some.js...
[4:48:18 PM]: Building es6.array.every.js...
[4:48:18 PM]: Building es6.array.reduce.js...
[4:48:18 PM]: Building es6.array.reduce-right.js...
[4:48:18 PM]: Building es6.array.index-of.js...
[4:48:18 PM]: Building es6.array.last-index-of.js...
[4:48:18 PM]: Building es6.array.copy-within.js...
[4:48:18 PM]: Building es6.array.fill.js...
[4:48:18 PM]: Building es6.array.find.js...
[4:48:18 PM]: Building es6.array.find-index.js...
[4:48:18 PM]: Building es6.array.species.js...
[4:48:18 PM]: Building es6.array.iterator.js...
[4:48:18 PM]: Building es6.regexp.constructor.js...
[4:48:18 PM]: Building es6.regexp.exec.js...
[4:48:18 PM]: Building es6.regexp.to-string.js...
[4:48:18 PM]: Building es6.regexp.flags.js...
[4:48:18 PM]: Building es6.regexp.match.js...
[4:48:18 PM]: Building es6.regexp.replace.js...
[4:48:18 PM]: Building es6.regexp.search.js...
[4:48:18 PM]: Building es6.regexp.split.js...
[4:48:18 PM]: Building es6.promise.js...
[4:48:18 PM]: Building es6.map.js...
[4:48:18 PM]: Building es6.set.js...
[4:48:18 PM]: Building es6.weak-map.js...
[4:48:18 PM]: Building es6.weak-set.js...
[4:48:18 PM]: Building es6.typed.array-buffer.js...
[4:48:18 PM]: Building es6.typed.data-view.js...
[4:48:18 PM]: Building es6.typed.int8-array.js...
[4:48:18 PM]: Building es6.typed.uint8-array.js...
[4:48:18 PM]: Building es6.typed.uint8-clamped-array.js...
[4:48:18 PM]: Building es6.typed.int16-array.js...
[4:48:18 PM]: Building es6.typed.uint16-array.js...
[4:48:18 PM]: Building es6.typed.int32-array.js...
[4:48:18 PM]: Building es6.typed.uint32-array.js...
[4:48:18 PM]: Building es6.typed.float32-array.js...
[4:48:18 PM]: Building es6.typed.float64-array.js...
[4:48:18 PM]: Building es6.reflect.apply.js...
[4:48:18 PM]: Building es6.reflect.construct.js...
[4:48:18 PM]: Building es6.reflect.define-property.js...
[4:48:18 PM]: Building es6.reflect.delete-property.js...
[4:48:18 PM]: Building es6.reflect.enumerate.js...
[4:48:18 PM]: Building es6.reflect.get.js...
[4:48:18 PM]: Building es6.reflect.get-own-property-descriptor.js...
[4:48:18 PM]: Building es6.reflect.get-prototype-of.js...
[4:48:18 PM]: Building es6.reflect.has.js...
[4:48:18 PM]: Building es6.reflect.is-extensible.js...
[4:48:18 PM]: Building es6.reflect.own-keys.js...
[4:48:18 PM]: Building es6.reflect.prevent-extensions.js...
[4:48:18 PM]: Building es6.reflect.set.js...
[4:48:18 PM]: Building es6.reflect.set-prototype-of.js...
[4:48:18 PM]: Building es7.array.includes.js...
[4:48:18 PM]: Building es7.array.flat-map.js...
[4:48:18 PM]: Building es7.array.flatten.js...
[4:48:18 PM]: Building es7.string.at.js...
[4:48:18 PM]: Building es7.string.pad-start.js...
[4:48:18 PM]: Building es7.string.pad-end.js...
[4:48:18 PM]: Building es7.string.trim-left.js...
[4:48:18 PM]: Building es7.string.trim-right.js...
[4:48:18 PM]: Building es7.string.match-all.js...
[4:48:18 PM]: Building es7.symbol.async-iterator.js...
[4:48:18 PM]: Building es7.symbol.observable.js...
[4:48:18 PM]: Building es7.object.get-own-property-descriptors.js...
[4:48:18 PM]: Building es7.object.values.js...
[4:48:18 PM]: Building es7.object.entries.js...
[4:48:18 PM]: Building es7.object.define-getter.js...
[4:48:18 PM]: Building es7.object.define-setter.js...
[4:48:18 PM]: Building es7.object.lookup-getter.js...
[4:48:18 PM]: Building es7.object.lookup-setter.js...
[4:48:18 PM]: Building es7.map.to-json.js...
[4:48:18 PM]: Building es7.set.to-json.js...
[4:48:18 PM]: Building es7.map.of.js...
[4:48:18 PM]: Building es7.set.of.js...
[4:48:18 PM]: Building es7.weak-map.of.js...
[4:48:18 PM]: Building es7.weak-set.of.js...
[4:48:18 PM]: Building es7.map.from.js...
[4:48:18 PM]: Building es7.set.from.js...
[4:48:18 PM]: Building es7.weak-map.from.js...
[4:48:18 PM]: Building es7.weak-set.from.js...
[4:48:18 PM]: Building es7.global.js...
[4:48:18 PM]: Building es7.system.global.js...
[4:48:18 PM]: Building es7.error.is-error.js...
[4:48:18 PM]: Building es7.math.clamp.js...
[4:48:18 PM]: Building es7.math.deg-per-rad.js...
[4:48:18 PM]: Building es7.math.degrees.js...
[4:48:18 PM]: Building es7.math.fscale.js...
[4:48:18 PM]: Building es7.math.iaddh.js...
[4:48:18 PM]: Building es7.math.isubh.js...
[4:48:18 PM]: Building es7.math.imulh.js...
[4:48:18 PM]: Building es7.math.rad-per-deg.js...
[4:48:18 PM]: Building es7.math.radians.js...
[4:48:18 PM]: Building es7.math.scale.js...
[4:48:18 PM]: Building es7.math.umulh.js...
[4:48:18 PM]: Building es7.math.signbit.js...
[4:48:18 PM]: Building es7.promise.finally.js...
[4:48:18 PM]: Building es7.promise.try.js...
[4:48:18 PM]: Building es7.reflect.define-metadata.js...
[4:48:18 PM]: Building es7.reflect.delete-metadata.js...
[4:48:18 PM]: Building es7.reflect.get-metadata.js...
[4:48:18 PM]: Building es7.reflect.get-metadata-keys.js...
[4:48:18 PM]: Building es7.reflect.get-own-metadata.js...
[4:48:18 PM]: Building es7.reflect.get-own-metadata-keys.js...
[4:48:18 PM]: Building es7.reflect.has-metadata.js...
[4:48:18 PM]: Building es7.reflect.has-own-metadata.js...
[4:48:18 PM]: Building es7.reflect.metadata.js...
[4:48:18 PM]: Building es7.asap.js...
[4:48:18 PM]: Building es7.observable.js...
[4:48:18 PM]: Building web.timers.js...
[4:48:18 PM]: Building web.immediate.js...
[4:48:18 PM]: Building web.dom.iterable.js...
[4:48:19 PM]: Building interopRequireDefault.js...
[4:48:19 PM]: Building mixed.js...
[4:48:19 PM]: Building boolean.js...
[4:48:19 PM]: Building string.js...
[4:48:19 PM]: Building number.js...
[4:48:19 PM]: Building date.js...
[4:48:19 PM]: Building object.js...
[4:48:19 PM]: Building array.js...
[4:48:19 PM]: Building Reference.js...
[4:48:19 PM]: Building Lazy.js...
[4:48:19 PM]: Building ValidationError.js...
[4:48:19 PM]: Building reach.js...
[4:48:19 PM]: Building isSchema.js...
[4:48:19 PM]: Building setLocale.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building index.js...
[4:48:19 PM]: Building factoryWithTypeCheckers.js...
[4:48:19 PM]: Built ../../node_modules/parcel-bundler/src/builtins/bundle-url.js...
[4:48:19 PM]: Built ../../node_modules/parcel-bundler/src/builtins/css-loader.js...
[4:48:19 PM]: Built assets/styles/normalize.css...
[4:48:19 PM]: Building styled.browser.esm.js...
[4:48:19 PM]: Built config/styles.js...
[4:48:19 PM]: Building objectSpread.js...
[4:48:19 PM]: Building MainNavigation.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/_replacer.js...
[4:48:19 PM]: Built ../../node_modules/@babel/runtime/helpers/arrayWithHoles.js...
[4:48:19 PM]: Built ../../node_modules/@babel/runtime/helpers/iterableToArrayLimit.js...
[4:48:19 PM]: Built ../../node_modules/@babel/runtime/helpers/nonIterableRest.js...
[4:48:19 PM]: Built ../../node_modules/@babel/runtime/helpers/slicedToArray.js...
[4:48:19 PM]: Building inheritsLoose.js...
[4:48:19 PM]: Building react-router.js...
[4:48:19 PM]: Building history.js...
[4:48:19 PM]: Building tiny-warning.esm.js...
[4:48:19 PM]: Building extends.js...
[4:48:19 PM]: Building objectWithoutPropertiesLoose.js...
[4:48:19 PM]: Building tiny-invariant.esm.js...
[4:48:19 PM]: Building _object-create.js...
[4:48:19 PM]: Building _descriptors.js...
[4:48:19 PM]: Building _object-dp.js...
[4:48:19 PM]: Building _global.js...
[4:48:19 PM]: Building _hide.js...
[4:48:19 PM]: Building _redefine.js...
[4:48:19 PM]: Building _ctx.js...
[4:48:19 PM]: Building _to-iobject.js...
[4:48:19 PM]: Building _object-gopd.js...
[4:48:19 PM]: Building _object-sap.js...
[4:48:19 PM]: Building _object-dps.js...
[4:48:19 PM]: Building _to-object.js...
[4:48:19 PM]: Building _object-gpo.js...
[4:48:19 PM]: Building _object-gopn-ext.js...
[4:48:19 PM]: Building _object-keys.js...
[4:48:19 PM]: Building _is-object.js...
[4:48:19 PM]: Building _meta.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.object.prevent-extensions.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.object.seal.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.object.is-frozen.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.object.is-sealed.js...
[4:48:19 PM]: Building _set-proto.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.object.is-extensible.js...
[4:48:19 PM]: Building _object-assign.js...
[4:48:19 PM]: Building _same-value.js...
[4:48:19 PM]: Building _classof.js...
[4:48:19 PM]: Building _wks.js...
[4:48:19 PM]: Building _bind.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.function.name.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.function.has-instance.js...
[4:48:19 PM]: Building _parse-int.js...
[4:48:19 PM]: Building _parse-float.js...
[4:48:19 PM]: Building _fails.js...
[4:48:19 PM]: Building _a-number-value.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.epsilon.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.is-finite.js...
[4:48:19 PM]: Building _is-integer.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.is-nan.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.is-safe-integer.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.max-safe-integer.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.parse-float.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.min-safe-integer.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.asinh.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.number.parse-int.js...
[4:48:19 PM]: Building _math-log1p.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.atanh.js...
[4:48:19 PM]: Building _math-sign.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.clz32.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.cosh.js...
[4:48:19 PM]: Building _math-expm1.js...
[4:48:19 PM]: Building _math-fround.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.hypot.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.log10.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.imul.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.log1p.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.log2.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.sign.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.sinh.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.trunc.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.math.tanh.js...
[4:48:19 PM]: Building _to-absolute-index.js...
[4:48:19 PM]: Building _to-length.js...
[4:48:19 PM]: Building _string-trim.js...
[4:48:19 PM]: Building _string-at.js...
[4:48:19 PM]: Building _string-context.js...
[4:48:19 PM]: Building _fails-is-regexp.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.includes.js...
[4:48:19 PM]: Building _iter-define.js...
[4:48:19 PM]: Building _string-repeat.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.starts-with.js...
[4:48:19 PM]: Building _string-html.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.anchor.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.blink.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.bold.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.fixed.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.fontcolor.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.fontsize.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.italics.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.strike.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.small.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.link.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.sup.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.date.now.js...
[4:48:19 PM]: Building _to-primitive.js...
[4:48:19 PM]: Building _date-to-iso-string.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.string.sub.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.date.to-string.js...
[4:48:19 PM]: Building _date-to-primitive.js...
[4:48:19 PM]: Building _is-array.js...
[4:48:19 PM]: Building _create-property.js...
[4:48:19 PM]: Building _iobject.js...
[4:48:19 PM]: Building _strict-method.js...
[4:48:19 PM]: Building _html.js...
[4:48:19 PM]: Building _cof.js...
[4:48:19 PM]: Building _array-methods.js...
[4:48:19 PM]: Building _a-function.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.for-each.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.filter.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.some.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.every.js...
[4:48:19 PM]: Building _array-reduce.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.reduce-right.js...
[4:48:19 PM]: Building _array-includes.js...
[4:48:19 PM]: Building _to-integer.js...
[4:48:19 PM]: Building _array-copy-within.js...
[4:48:19 PM]: Building _add-to-unscopables.js...
[4:48:19 PM]: Building _array-fill.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.find.js...
[4:48:19 PM]: Building _set-species.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.array.find-index.js...
[4:48:19 PM]: Building _regexp-exec.js...
[4:48:19 PM]: Building _an-object.js...
[4:48:19 PM]: Building _flags.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.regexp.flags.js...
[4:48:19 PM]: Building _collection-strong.js...
[4:48:19 PM]: Building _validate-collection.js...
[4:48:19 PM]: Building _collection.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.map.js...
[4:48:19 PM]: Building _collection-weak.js...
[4:48:19 PM]: Building _typed-array.js...
[4:48:19 PM]: Building _typed.js...
[4:48:19 PM]: Building _typed-buffer.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint8-clamped-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint8-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.int16-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint16-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.float32-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.uint32-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.int32-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.typed.float64-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.apply.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.delete-property.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.define-property.js...
[4:48:19 PM]: Building _iter-create.js...
[4:48:19 PM]: Building _has.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.get-own-property-descriptor.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.get-prototype-of.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.has.js...
[4:48:19 PM]: Building _own-keys.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.is-extensible.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.prevent-extensions.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.array.includes.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es6.reflect.set-prototype-of.js...
[4:48:19 PM]: Building _flatten-into-array.js...
[4:48:19 PM]: Building _array-species-create.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.array.flatten.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.string.at.js...
[4:48:19 PM]: Building _string-pad.js...
[4:48:19 PM]: Building _user-agent.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.string.pad-end.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.string.trim-left.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.string.trim-right.js...
[4:48:19 PM]: Building _wks-define.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.symbol.observable.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.object.get-own-property-descriptors.js...
[4:48:19 PM]: Building _object-to-array.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.object.entries.js...
[4:48:19 PM]: Building _object-forced-pam.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.object.define-setter.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.object.lookup-getter.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.object.lookup-setter.js...
[4:48:19 PM]: Building _collection-to-json.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.set.to-json.js...
[4:48:19 PM]: Building _set-collection-of.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.set.of.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.weak-map.of.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.weak-set.of.js...
[4:48:19 PM]: Building _set-collection-from.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.set.from.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.weak-map.from.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.weak-set.from.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.error.is-error.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.system.global.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.clamp.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.deg-per-rad.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.degrees.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.global.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.iaddh.js...
[4:48:19 PM]: Building _math-scale.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.rad-per-deg.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.isubh.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.radians.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.imulh.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.umulh.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.scale.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.math.signbit.js...
[4:48:19 PM]: Building _new-promise-capability.js...
[4:48:19 PM]: Building _perform.js...
[4:48:19 PM]: Building _metadata.js...
[4:48:19 PM]: Building _species-constructor.js...
[4:48:19 PM]: Building _promise-resolve.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.reflect.delete-metadata.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-metadata.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata.js...
[4:48:19 PM]: Built ../../node_modules/core-js/modules/es7.reflect.get-own-metadata-keys.js...
